,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
292,756,0.1,A,39.821319,-121.552031,6,20010821,20010821,6007.0,20010821,289,117,206,0,3.5908885,0
293,757,0.1,A,39.846414,-121.585986,6,20070718,20070718,6007.0,20070718,389,222,306,0,2.5877419,0
294,758,0.3,B,39.547461,-121.549461,6,19990814,19990814,6007.0,19990814,300,156,228,0,3.9141479,0
295,759,8.0,B,39.563711,-121.362369,6,19990823,19990824,6007.0,19990823,361,228,294,46,1.8738412,0
296,760,0.2,A,39.705169,-121.533311,6,20040403,20040403,6007.0,20040403,250,89,172,0,1.747256,0
297,761,0.5,B,39.705069,-121.645889,6,20020518,20020518,6007.0,20020518,267,128,200,0,2.6319056,0
298,762,0.1,A,39.505089,-121.323861,6,19990826,19990826,6007.0,19990826,378,172,278,0,1.8515137,0
299,763,0.3,B,39.878931,-121.56985,6,20000818,20000818,6007.0,20000818,317,161,239,0,3.6327002,0
300,764,0.1,A,39.516631,-121.274711,6,20071009,20071009,6007.0,20071009,389,222,306,0,3.6175706,0
301,765,0.1,A,39.84755,-121.596128,6,20071007,20071007,6007.0,20071007,389,222,306,0,1.2323893,0
302,766,0.1,A,39.80665,-121.589289,6,19990807,19990807,6007.0,19990807,272,156,217,0,2.4014945,0
303,767,0.5,B,39.605411,-121.493411,6,20040427,20040427,6007.0,20040427,344,156,250,0,1.4909399,0
304,768,1.0,B,39.8063,-121.722789,6,19990824,19990824,6007.0,19990824,372,194,283,0,1.7146826000000002,0
305,769,0.1,A,39.856447,-121.693183,6,20060808,20060808,6007.0,20060808,389,222,306,0,2.9022284,0
306,770,60.0,C,39.576231,-121.549289,6,20030913,20030913,6007.0,20030913,344,200,272,0,2.8595188,0
307,771,0.1,A,39.9948,-121.550389,6,19990809,19990809,6007.0,19990809,300,161,233,0,3.6704245,0
308,772,1.0,B,39.777711,-121.627269,6,20030711,20030711,6007.0,20030711,372,189,283,0,3.4470274,0
309,773,0.3,B,39.849939,-121.588689,6,20040424,20040424,6007.0,20040424,300,94,200,0,2.7333696,0
310,774,0.1,A,39.325769,-121.789819,6,20000816,20000816,6007.0,20000816,372,167,272,0,3.8343863,0
311,775,2600.0,F,39.64822,-121.47441,6,19990823,19990905,6007.0,19990823,361,228,294,46,1.8738412,0
312,776,0.8,B,39.82125,-121.627319,6,20030711,20030712,6007.0,20030711,372,189,283,0,3.4470274,0
313,777,2.0,B,39.719339,-121.703031,6,20020524,20020524,6007.0,20020524,300,128,217,0,0.9843277,0
314,778,3.0,B,39.563622,-121.324119,6,20050420,20050420,6007.0,20050420,228,67,150,0,1.258969,0
315,779,5.0,B,39.705189,-121.588819,6,20020606,20020607,6007.0,20020606,361,200,283,0,5.2118106,0
316,780,0.2,A,39.4611,-121.436789,6,19990811,19990811,6007.0,19990811,278,150,217,0,2.633871,0
317,781,0.1,A,39.81435,-121.5847,6,20051027,20051027,6007.0,20051027,389,222,306,0,1.4909399,0
318,782,1.3,B,39.690819,-121.570639,6,20040830,20040830,6007.0,20040830,367,178,272,0,2.050613,0
319,783,1.0,B,39.802825,-121.595567,6,20050615,20050615,6007.0,20050615,311,156,233,0,2.5419054,0
320,784,0.1,A,39.601686,-121.528833,6,20071203,20071203,6007.0,20071203,389,222,306,0,8.00765,0
321,785,0.2,A,39.807047,-121.579272,6,20060714,20060714,6007.0,20060714,389,222,306,0,2.455697,0
